,Name,Hospital Type,Address,Address_2,City,State,Zipcode,County,Latitude,Longitude,Staffed All Beds,Staffed ICU Beds,Licensed All Beds,All Bed Occupancy Rate,ICU Bed Occupancy Rate,Staffed All Beds - SOURCE,Staffed ICU Beds - SOURCE,Licensed All Beds - SOURCE,All Bed Occupancy Rate - SOURCE,ICU Bed Occupancy Rate - SOURCE,CCM_ID,DH-ID,HCRIS-ID,HIFLD-ID,FIPS
72,ATOKA COUNTY MEDICAL CENTER,CRITICAL ACCESS,1200 W LIBERTY RD,,ATOKA,OK,74525,ATOKA,34.39253,-96.15144000000001,25.0,,25.0,0.3,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,10174525,3020.0,371300.0,10174525.0,40005
73,DIMMIT COUNTY MEMORIAL HOSPITAL,GENERAL ACUTE CARE,704 HOSPITAL DRIVE,,CARRIZO SPRINGS,TX,78834,DIMMIT,28.51923,-99.8634,25.0,,25.0,0.20600000000000002,,DH-NUM_STAFFE,None,DH-NUM_LICENS,DH-BED_UTILIZ,None,10178834,3646.0,,10178834.0,48127
74,WRAY COMMUNITY DISTRICT HOSPITAL,CRITICAL ACCESS,1017 W 7TH ST,,WRAY,CO,80758,YUMA,40.0762,-102.235,16.0,,16.0,0.3,,HCRIS-Total Staffed Beds,None,HCRIS-Total Staffed Beds,HCRIS-Total Bed Occupancy Rate,None,10180758,650.0,61309.0,10180758.0,08125
75,LOWELL GENERAL HOSPITAL,GENERAL ACUTE CARE,295 VARNUM AVENUE,,LOWELL,MA,1854,MIDDLESEX,42.6472,-71.3421,407.0,40.0,407.0,0.58,0.58,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,HCRIS-Total Staffed Beds,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,101854,1812.0,220063.0,101854.0,25017
76,WINDHAVEN PSYCHIATRIC HOSPITAL,PSYCHIATRIC,3347 WINDSONG DRIVE,,PRESCOTT VALLEY,AZ,86314,YAVAPAI,34.5905,-112.32766000000001,16.0,0.0,16.0,0.8434931506849315,0.0,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,10186314,5825.0,34025.0,10186314.0,04025
77,DESERT VALLEY HOSPITAL,GENERAL ACUTE CARE,16850 BEAR VALLEY ROAD,,VICTORVILLE,CA,92392,SAN BERNARDINO,34.4724,-117.29816000000001,148.0,18.0,148.0,0.74,0.61,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,10192392,480.0,50709.0,10192392.0,06071
78,NANTICOKE MEMORIAL HOSPITAL,GENERAL ACUTE CARE,801 MIDDLEFORD RD,,SEAFORD,DE,19973,SUSSEX,38.641690000000004,-75.60449,94.0,9.0,139.0,0.58,0.45,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,1019973,686.0,80006.0,1019973.0,10005
79,RILEY HOSPITAL FOR CHILDREN,CHILDREN,705 RILEY HOSPITAL DR,,INDIANAPOLIS,IN,46202,MARION,39.77711,-86.18028000000001,,,,,,None,None,,None,None,102,,,102.0,18097
80,FRANCISCAN CHILDREN'S HOSPITAL & REHAB CENTER,CHILDREN,30 WARREN STREET,,BOSTON,MA,2135,SUFFOLK,42.34997,-71.14263000000001,112.0,,112.0,0.577862,,DH-NUM_STAFFE,None,DH-NUM_LICENS,DH-BED_UTILIZ,None,10202135,5265.0,,10202135.0,25025
81,RARITAN BAY MEDICAL CENTER - OLD BRIDGE,GENERAL ACUTE CARE,1 HOSPITAL PLAZA,,OLD BRIDGE,NJ,8857,MIDDLESEX,40.383140000000004,-74.32339,,,113.0,,,None,None,HIFLD-BEDS,None,None,10208857,,,10208857.0,34023
82,GOOD SAMARITAN HOSPITAL - SUFFERN,GENERAL ACUTE CARE,255 LAFAYETTE AVE,,SUFFERN,NY,10901,ROCKLAND,41.1116,-74.13481,286.0,39.0,286.0,0.67,,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,10210901,2693.0,330158.0,10210901.0,36087
83,KENNEDY KREIGER INSTITUTE,GENERAL ACUTE CARE,707 N BROADWAY,,BALTIMORE,MD,21205,BALTIMORE CITY,39.299279999999996,-76.59281999999999,50.0,,50.0,0.77,,HCRIS-Total Staffed Beds,None,HCRIS-Total Staffed Beds,HCRIS-Total Bed Occupancy Rate,None,1021205,5353.0,213301.0,1021205.0,24510
84,VA MEDICAL CENTER - BUFFALO,MILITARY,3495 BAILEY AVE,,BUFFALO,NY,14215,ERIE,42.95109,-78.81215,,,,,,None,None,,None,None,10214215,2602.0,,10214215.0,36029
85,MONTGOMERY COUNTY EMERGENCY SERVICE,PSYCHIATRIC,50 BEECH DRIVE,Suite 3005,NORRISTOWN,PA,19403,MONTGOMERY,40.13597,-75.35587,73.0,0.0,81.0,0.6735222368174142,0.0,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,10219403,5308.0,394033.0,10219403.0,42091
86,VIBRA HOSPITAL OF RICHMOND LLC,LONG TERM CARE,2220 EDWARD HOLLAND DRIVE,,RICHMOND,VA,23230,HENRICO,37.59063,-77.49073,60.0,,60.0,0.7745206,,DH-NUM_STAFFE,None,DH-NUM_LICENS,DH-BED_UTILIZ,None,10223230,4473.0,,10223230.0,51087
87,SOUTHEASTERN REGIONAL MEDICAL CENTER,GENERAL ACUTE CARE,300 WEST 27TH ST,PO BOX 1408,LUMBERTON,NC,28359,ROBESON,34.63691,-79.01213,256.0,25.0,452.0,0.75,0.61,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,10228359,2819.0,340050.0,10228359.0,37155
88,MCLEOD SEACOAST,GENERAL ACUTE CARE,4000 HWY 9 E,,LITTLE RIVER,SC,29566,HORRY,33.86571,-78.66355,50.0,,50.0,,,DH-NUM_STAFFE,None,DH-NUM_LICENS,None,None,10229566,5792.0,,10229566.0,45051
89,PIEDMONT MOUNTAINSIDE HOSPITAL,GENERAL ACUTE CARE,1266 EAST CHURCH STREET,,JASPER,GA,30143,PICKENS,34.45825,-84.41291,52.0,6.0,52.0,0.73,0.73,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,10230143,962.0,110225.0,10230143.0,13227
90,ADVENTHEALTH ORLANDO,GENERAL ACUTE CARE,601 E ROLLINS ST,,ORLANDO,FL,32803,ORANGE,28.574409999999997,-81.37,1364.0,232.0,2753.0,0.6429618768328446,0.6379310344827587,FL AHCA 2020-11-27,FL AHCA 2020-11-27,HCRIS-Total Staffed Beds,FL AHCA 2020-11-27,FL AHCA 2020-11-27,10232803,804.0,100007.0,10232803.0,12095
91,RED BAY HOSPITAL,CRITICAL ACCESS,211 HOSPITAL ROAD,,RED BAY,AL,35582,FRANKLIN,34.45811,-88.14733000000001,25.0,,25.0,0.31,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,10235582,51.0,11302.0,10235582.0,01059
92,JOHNSON CITY MEDICAL CENTER,GENERAL ACUTE CARE,400 NORTH STATE OF FRANKLIN ROAD,,JOHNSON CITY,TN,37604,WASHINGTON,36.30784,-82.38456,514.0,56.0,514.0,0.72,0.65,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,HCRIS-Total Staffed Beds,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,10237604,3548.0,440063.0,10237604.0,47179
93,TIPPAH COUNTY HOSPITAL,GENERAL ACUTE CARE,1005 CITY AVENUE NORTH,,RIPLEY,MS,38663,TIPPAH,34.73939,-88.95025,25.0,,25.0,0.42,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,10238663,2165.0,251337.0,10238663.0,28139
94,ST. ELIZABETH GRANT,CRITICAL ACCESS,238 BARNES RD.,,WILLIAMSTOWN,KY,41097,GRANT,38.6472,-84.57817,15.0,,25.0,0.1,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,10241097,1559.0,181311.0,10241097.0,21081
95,BAPTIST HEALTH MADISONVILLE,GENERAL ACUTE CARE,900 HOSPITAL DRIVE,,MADISONVILLE,KY,42431,HOPKINS,37.3406,-87.49335,35.0,0.0,390.0,0.37377690802348335,0.0,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,102442431,1569.0,182009.0,102442431.0,21107
96,AKRON GENERAL MEDICAL CENTER,GENERAL ACUTE CARE,1 AKRON GENERAL AVENUE,,AKRON,OH,44307,SUMMIT,41.07812,-81.5314,383.0,68.0,383.0,0.74,0.81,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,10244307,3004.0,360027.0,10244307.0,39153
97,ORTHOPAEDIC HOSPITAL AT PARKVIEW NORTH LLC,GENERAL ACUTE CARE,11130 PARKVIEW CIRCLE DR,,FORT WAYNE,IN,46845,ALLEN,41.18958,-85.10067,37.0,,37.0,0.40037,,DH-NUM_STAFFE,None,DH-NUM_LICENS,DH-BED_UTILIZ,None,10246845,1198.0,,10246845.0,18003
98,MCLAREN OAKLAND,GENERAL ACUTE CARE,50 NORTH PERRY,,PONTIAC,MI,48342,OAKLAND,42.63832,-83.29149,108.0,9.0,278.0,0.48,0.6,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,10248342,1920.0,230207.0,10248342.0,26125
99,MAYO CLINIC HEALTH SYS ST JAME,CRITICAL ACCESS,1101 MOULTON & PARSONS DR,,ST JAMES,MN,56081,WATONWAN,43.97967,-94.61735999999999,,,25.0,,,None,None,HIFLD-BEDS,None,None,10256081,,,10256081.0,27165
100,REYNOLDS MEMORIAL HOSPITAL,GENERAL ACUTE CARE,800 WHEELING AVE,,GLEN DALE,WV,26038,MARSHALL,39.94614,-80.75244,59.0,9.0,70.0,0.29,0.38,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,1026038,4093.0,510013.0,1026038.0,54051
101,METHODIST MEDICAL CENTER OF ILLINOIS,GENERAL ACUTE CARE,221 N E GLEN OAK AVE,,PEORIA,IL,61606,PEORIA,40.700309999999995,-89.59492,198.0,24.0,329.0,0.69,0.62,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,10261603,1152.0,140209.0,10261603.0,17143
102,BAPTIST HEALTH RICHMOND,GENERAL ACUTE CARE,801 EASTERN BYPASS,,RICHMOND,KY,40475,MADISON,37.730920000000005,-84.29236999999999,60.0,8.0,105.0,0.484566,,DH-NUM_STAFFE,DH-NUM_ICU_BE,DH-NUM_LICENS,DH-BED_UTILIZ,None,102640475,1588.0,,102640475.0,21151
103,CITIZENS MEMORIAL HOSPITAL,GENERAL ACUTE CARE,1500 NORTH OAKLAND AVE,,BOLIVAR,MO,65613,POLK,37.62648,-93.42011,52.0,8.0,86.0,0.5,0.7,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,10265613,2246.0,260195.0,10265613.0,29167
104,OSWEGO COMMUNITY HOSPITAL,GENERAL ACUTE CARE,800 BARKER DRIVE,,OSWEGO,KS,67356,LABETTE,37.15982,-95.11018,12.0,,12.0,0.22,,HCRIS-Total Staffed Beds,None,HIFLD-BEDS,HCRIS-Total Bed Occupancy Rate,None,10267356,,171302.0,10267356.0,20099
105,DOUGLAS COUNTY COMMUNITY MENTAL HEALTH CENTER,PSYCHIATRIC,4102 WOOLWORTH AVE,,OMAHA,NE,68105,DOUGLAS,41.24607,-95.97440999999999,16.0,0.0,16.0,0.7780821917808219,0.0,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,10268105,4597.0,284009.0,10268105.0,31055
106,RIVER VALLEY MEDICAL CENTER,CRITICAL ACCESS,200 NORTH THIRD STREET,,DARDANELLE,AR,72834,YELL,35.22048,-93.1573,25.0,,35.0,0.24339699999999997,,DH-NUM_STAFFE,None,DH-NUM_LICENS,DH-BED_UTILIZ,None,10272834,263.0,,10272834.0,05149
107,BEAVER COUNTY MEMORIAL HOSPITAL,CRITICAL ACCESS,212 EAST EIGHTH STREET,,BEAVER,OK,73932,BEAVER,36.81078,-100.51628000000001,24.0,,24.0,0.07,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,10273932,3021.0,371322.0,10273932.0,40007
108,EAST TEXAS MEDICAL CENTER - CARTHAGE,GENERAL ACUTE CARE,409 WEST COTTAGE ROAD,,CARTHAGE,TX,75633,PANOLA,32.16588,-94.3466,42.0,,42.0,0.13,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,10275633,3780.0,450210.0,10275633.0,48365
109,NASH GENERAL HOSPITAL,GENERAL ACUTE CARE,2460 CURTIS ELLIS DR.,,ROCKY MOUNT,NC,27804,NASH,35.97616,-77.85231,322.0,21.0,345.0,0.45,0.52,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,1027804,2809.0,340147.0,1027804.0,37127
110,YUMA DISTRICT HOSPITAL,CRITICAL ACCESS,1000 WEST 8TH AVENUE,,YUMA,CO,80759,YUMA,40.120259999999995,-102.73671,15.0,,15.0,0.1,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,10280759,651.0,61315.0,10280759.0,08125
111,NEWPORT HOSPITAL,GENERAL ACUTE CARE,11 FRIENDSHIP STREET,,NEWPORT,RI,2840,NEWPORT,41.49714,-71.30605,102.0,10.0,129.0,0.44,0.59,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,102840,3346.0,410006.0,102840.0,44005
112,YAVAPAI REGIONAL MEDICAL CENTER,GENERAL ACUTE CARE,1003 WILLOW CREEK RD,,PRESCOTT VALLEY,AZ,86301,YAVAPAI,34.56022,-112.48127,206.0,26.0,206.0,0.55,0.39,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,10286301,189.0,30012.0,10286301.0,04025
113,DOCTORS HOSPITAL OF MANTECA,GENERAL ACUTE CARE,1205 EAST NORTH STREET,,MANTECA,CA,95336,SAN JOAQUIN,37.80158,-121.19691999999999,73.0,8.0,73.0,0.58,0.66,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,10295336,515.0,50118.0,10295336.0,06077
114,SEATTLE CANCER CARE ALLIANCE,SPECIAL,825 EASTLAKE AVE E,,SEATTLE,WA,98109,KING,47.62645,-122.32973999999999,20.0,0.0,20.0,0.9182191780821918,0.0,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,10298109,4983.0,500138.0,10298109.0,53033
115,PORTER-PORTAGE HOSPITAL CAMPUS-ER,GENERAL ACUTE CARE,3630 WILLOWCREEK RD,,PORTAGE,IN,46368,PORTER,41.54643,-87.18433,,,,,,None,None,,None,None,103,,,103.0,18127
116,ADVENTIST HEALTHCARE SHADY GROVE MEDICAL CENTER,GENERAL ACUTE CARE,9901 MEDICAL CENTER DRIVE,,ROCKVILLE,MD,20850,MONTGOMERY,39.097840000000005,-77.1979,338.0,27.0,338.0,0.76,0.56,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,HCRIS-Total Staffed Beds,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,103020850,1768.0,210057.0,103020850.0,24031
117,HEBREW REHABILITATION CENTER,REHABILITATION,1200 CENTRE ST,,BOSTON,MA,2131,SUFFOLK,42.2968,-71.1318,667.0,0.0,675.0,0.8992380522067733,0.0,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,10302131,5431.0,222007.0,10302131.0,25025
118,CENTRASTATE MEDICAL CENTER,GENERAL ACUTE CARE,901 WEST MAIN STREET,,FREEHOLD,NJ,7728,MONMOUTH,40.23826,-74.31156,264.0,25.0,284.0,0.6,0.61,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,10307728,2510.0,310111.0,10307728.0,34025
119,ADVENTIST HEALTHCARE WASHINGTON ADVENTIST HOSPITAL,GENERAL ACUTE CARE,7600 CARROLL AVENUE,,TAKOMA PARK,MD,20912,MONTGOMERY,38.98563,-77.00182,198.0,26.0,204.0,0.71,0.59,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,HIFLD-BEDS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,103120912,6551.0,210016.0,103120912.0,24031
120,VA MEDICAL CENTER - CANANDAIGUA,MILITARY,400 FORT HILL AVE,,CANANDAIGUA,NY,14424,ONTARIO,42.90124,-77.26964,,,,,,None,None,,None,None,10314424,2671.0,,10314424.0,36069
121,NORRISTOWN STATE HOSPITAL,PSYCHIATRIC,1001 STERIGERE STREET,,NORRISTOWN,PA,19401,MONTGOMERY,40.132529999999996,-75.34886999999999,363.0,0.0,363.0,0.8833371088314294,0.0,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,HCRIS-Total Staffed Beds,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,10319401,4899.0,394001.0,10319401.0,42091
122,UNIV OF MD REHABILITATION &  ORTHOPAEDIC INSTITUTE,GENERAL ACUTE CARE,2200 KERNAN DRIVE,,BALTIMORE,MD,21207,BALTIMORE CITY,39.313759999999995,-76.70796,137.0,,137.0,0.65,,HCRIS-Total Staffed Beds,None,HCRIS-Total Staffed Beds,HCRIS-Total Bed Occupancy Rate,None,103221207,1779.0,210058.0,103221207.0,24510
123,HENRICO DOCTORS' HOSPITAL - PARHAM,GENERAL ACUTE CARE,7700 EAST PARHAM ROAD,,RICHMOND,VA,23294,HENRICO,37.63171,-77.52601999999999,,,200.0,,,None,None,HIFLD-BEDS,None,None,10323294,,,10323294.0,51087
124,ST. LUKE'S HOSPITAL,GENERAL ACUTE CARE,101 HOSPITAL DRIVE,,COLUMBUS,NC,28722,POLK,35.239470000000004,-82.21262,25.0,6.0,35.0,0.49,0.04,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,10328722,2817.0,341322.0,10328722.0,37149
125,RALPH H JOHNSON VETERANS AFFAIRS MEDICAL CENTER,MILITARY,109 BEE ST,,CHARLESTON,SC,29401,CHARLESTON,32.78417,-79.95401,132.0,,132.0,,,DH-NUM_STAFFE,None,DH-NUM_LICENS,None,None,10329401,225.0,,10329401.0,45019
126,CONCORD HOSPITAL,GENERAL ACUTE CARE,250 PLEASANT STREET,,CONCORD,NH,3301,MERRIMACK,43.19774,-71.56201999999999,206.0,18.0,295.0,0.74,0.67,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,103301,2461.0,300001.0,103301.0,33013
127,UNIVERSITY OF MD MEDICAL CENTER MIDTOWN CAMPUS,GENERAL ACUTE CARE,827 LINDEN AVENUE,,BALTIMORE,MD,21201,BALTIMORE CITY,39.2997,-76.62057,177.0,12.0,177.0,0.53,0.72,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,HCRIS-Total Staffed Beds,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,103321201,1778.0,210038.0,103321201.0,24510
128,RIVERVIEW REGIONAL MEDICAL CENTER,GENERAL ACUTE CARE,600 SOUTH THIRD STREET,,GADSDEN,AL,35999,ETOWAH,34.004329999999996,-86.00343000000001,256.0,16.0,281.0,0.26,,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,10335999,48.0,10046.0,10335999.0,01055
129,QUILLEN REHABILITATION HOSPITAL,REHABILITATION,2511 WESLEY STREET,,JOHNSON CITY,TN,37601,WASHINGTON,36.35378,-82.37178,36.0,0.0,36.0,0.7388127853881279,0.0,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,HCRIS-Total Staffed Beds,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,10337601,5749.0,443033.0,10337601.0,47179
130,"TISHOMINGO HEALTH SERVICES, INC",GENERAL ACUTE CARE,1777 CURTIS DRIVE,,IUKA,MS,38852,TISHOMINGO,34.80182,-88.20829,48.0,,48.0,0.26,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,10338852,2166.0,250002.0,10338852.0,28141
131,ST. ELIZABETH COVINGTON,GENERAL ACUTE CARE,1500 JAMES SIMPSON JR. WAY,,COVINGTON,KY,41011,KENTON,39.07135,-84.51799999999999,459.0,46.0,459.0,0.727047,,DH-NUM_STAFFE,DH-NUM_ICU_BE,DH-NUM_LICENS,DH-BED_UTILIZ,None,10341014,1575.0,,10341014.0,21117
132,OTIS R BOWEN CENTER FOR HUMAN SERVICES INC,PSYCHIATRIC,1535 PROVIDENT DR,,WARSAW,IN,46580,KOSCIUSKO,41.25183,-85.83109,,,16.0,,,None,None,HIFLD-BEDS,None,None,10346580,,,10346580.0,18085
133,ASCENSION CRITTENTON HOSPITAL MEDICAL CENTER,GENERAL ACUTE CARE,1101 W UNIVERSITY DRIVE,,ROCHESTER,MI,48307,OAKLAND,42.67982,-83.14950999999999,180.0,26.0,270.0,0.48,0.52,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,10348307,1937.0,230254.0,10348307.0,26125
134,CASS COUNTY MEMORIAL HOSPITAL,CRITICAL ACCESS,1501 EAST TENTH STREET,,ATLANTIC,IA,50022,CASS,41.40132,-94.99110999999999,25.0,4.0,33.0,0.37,0.04,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,10350022,1325.0,161376.0,10350022.0,19029
135,ADVENTIST REHABILITATION HOSPITAL OF MARYLAND,REHABILITATION,9909 MEDICAL CENTER DRIVE,,ROCKVILLE,MD,20850,MONTGOMERY,39.09859,-77.20068,89.0,0.0,89.0,0.8025242419578267,0.0,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,HCRIS-Total Staffed Beds,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,103520850,5481.0,213029.0,103520850.0,24031
136,MINISTRY ST MICHAELS HOSPITAL OF STEVENS POINT,GENERAL ACUTE CARE,900 ILLINOIS AVE,,STEVENS POINT,WI,54481,PORTAGE,44.52643,-89.5671,84.0,12.0,94.0,0.38,0.78,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,10354481,4200.0,520002.0,10354481.0,55097
137,DECATUR MORGAN HOSPITAL - PARKWAY CAMPUS,GENERAL ACUTE CARE,"1874 BELTLINE ROAD, S.W.",,DECATUR,AL,35601,MORGAN,34.5769,-87.01581,,,108.0,,,None,None,HIFLD-BEDS,None,None,1035601,,,1035601.0,01103
138,SANFORD BAGLEY MEDICAL CENTER,CRITICAL ACCESS,203 - 4TH ST NW,,BAGLEY,MN,56621,CLEARWATER,47.52633,-95.40222,25.0,,25.0,0.11,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,10356621,4741.0,241328.0,10356621.0,27029
139,HARRISBURG MEDICAL CENTER,GENERAL ACUTE CARE,100 DOCTOR WARREN TUTTLE DR,PO Box 428,HARRISBURG,IL,62946,SALINE,37.73104,-88.52313000000001,40.0,,77.0,0.33,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,10362946,1168.0,140210.0,10362946.0,17165
140,PUTNAM COUNTY MEMORIAL HOSPITAL,CRITICAL ACCESS,1926 OAK STREET,PO BOX 389,UNIONVILLE,MO,63565,PUTNAM,40.48275,-93.00565,15.0,,15.0,0.28,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,10363565,2247.0,261305.0,10363565.0,29171
141,RANSOM MEMORIAL HOSPITAL,GENERAL ACUTE CARE,1301 S MAIN STREET,,OTTAWA,KS,66067,FRANKLIN,38.59635,-95.26762,47.0,5.0,47.0,0.25,0.05,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,HCRIS-Total Staffed Beds,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,10366067,1446.0,170014.0,10366067.0,20059
142,MEDSTAR SOUTHERN MARYLAND HOSPITAL CENTER,GENERAL ACUTE CARE,7503 SURRATTS ROAD,,CLINTON,MD,20735,PRINCE GEORGE'S,38.74814,-76.87583000000001,176.0,18.0,182.0,0.78,0.79,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,103720735,1770.0,210062.0,103720735.0,24033
143,CARNEGIE TRI-COUNTY MUNICIPAL HOSPITAL,CRITICAL ACCESS,102 NORTH BROADWAY,,CARNEGIE,OK,73015,CADDO,35.10742,-98.60519000000001,17.0,,17.0,0.53,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,10373015,3026.0,371334.0,10373015.0,40015
